Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,de
Estrilda rufibarba,Arabian Waxbill,arawax1,203934371,FALSE,Jemenastrild
Estrilda troglodytes,Black-rumped Waxbill,bkrwax,643695229,FALSE,Grauastrild
Estrilda astrild,Common Waxbill,comwax,623793794,FALSE,Wellenastrild
Estrilda nigroloris,Black-lored Waxbill,blfwax1,,FALSE,
Estrilda nonnula,Black-crowned Waxbill,blcwax2,66049,FALSE,Schwarzscheitelastrild
Estrilda atricapilla,Black-headed Waxbill,blhwax1,1561,FALSE,Kappenastrild
Estrilda kandti,Kandt's Waxbill,kanwax1,549601411,FALSE,Kandtastrild
Estrilda charmosyna,Black-cheeked Waxbill,rerwax1,28225501,FALSE,Feenastrild
Estrilda erythronotos,Black-faced Waxbill,blcwax1,280254,FALSE,
Mandingoa nitidula,Green Twinspot,grbtwi1,278884,FALSE,Tropfengrünastrild
Cryptospiza reichenovii,Red-faced Crimsonwing,rfcwin1,652894756,FALSE,Reichenowastrild
Cryptospiza salvadorii,Abyssinian Crimsonwing,abcwin1,299925691,FALSE,Salvadoriastrild
Cryptospiza jacksoni,Dusky Crimsonwing,ducwin1,1251,FALSE,Jacksonastrild
Cryptospiza shelleyi,Shelley's Crimsonwing,shcwin1,,FALSE,Rotmantelastrild
Coccopygia bocagei,Angola Waxbill,swewax1,398992711,FALSE,Angolagrünastrild
Coccopygia melanotis,Swee Waxbill,swewax3,212069801,FALSE,Kapgrünastrild
Coccopygia quartinia,Yellow-bellied Waxbill,yebwax2,94648,FALSE,Gelbbauchastrild
Nesocharis shelleyi,Shelley's Oliveback,fepoli1,91004151,FALSE,Meisenastrild
Nesocharis ansorgei,White-collared Oliveback,whcoli1,638741797,FALSE,Halsbandastrild
Nesocharis capistrata,Grey-headed Oliveback,,,FALSE,Weißwangenastrild
Nigrita fusconotus,White-breasted Negrofinch,whbneg2,242754471,FALSE,Mantelschwärzling
Nigrita bicolor,Chestnut-breasted Negrofinch,chbneg1,438250771,FALSE,Zweifarbenschwärzling
Nigrita luteifrons,Pale-fronted Negrofinch,pafneg1,486045921,FALSE,Blaßstirnschwärzling
Nigrita canicapillus,Grey-headed Negrofinch,gyhneg1,617146460,FALSE,Graunackenschwärzling
Parmoptila woodhousei,Woodhouse's Antpecker,wooant1,541575331,FALSE,Woodhouse-Ameisenpicker
Parmoptila rubrifrons,Red-fronted Antpecker,refant1,636181988,FALSE,Rotstirn-Ameisenpicker
Parmoptila jamesoni,Jameson's Antpecker,jamant1,468706571,FALSE,Kongoameisenpicker
Amadina erythrocephala,Red-headed Finch,rehfin1,277968,FALSE,Rotkopfastrild
Amadina fasciata,Cut-throat Finch,cutthr1,280117,FALSE,Bandastrild
Ortygospiza atricollis,African Quailfinch,quailf1,31365931,FALSE,Wachtelastrild
Amandava amandava,Red Avadavat,redava,318842151,TRUE,Tigerfink
Amandava formosa,Green Avadavat,grnava1,613337306,FALSE,Olivastrild
Amandava subflava,Zebra Waxbill,zebwax2,203981191,FALSE,Goldbrustastrild
Paludipasser locustella,Locust Finch,locust3,614489487,FALSE,Heuschreckenastrild
VIDUIDAE,Whydahs and Indigobirds,,,FALSE,
Vidua macroura,Pin-tailed Whydah,pitwhy,594243381,FALSE,Dominikanerwitwe
Vidua paradisaea,Long-tailed Paradise-whydah,eapwhy1,552937331,FALSE,Schmalschwanzwitwe
Vidua obtusa,Broad-tailed Paradise-whydah,btpwhy1,310732,FALSE,Breitschwanzwitwe
Vidua orientalis,Sahel Paradise-whydah,nopwhy1,138404711,FALSE,Senegalwitwe
Vidua interjecta,Exclamatory Paradise-whydah,ltpwhy1,,FALSE,Langschwanzwitwe
Vidua hypocherina,Steel-blue Whydah,stbwhy1,449010461,FALSE,Glanzwitwe
Vidua regia,Shaft-tailed Whydah,shtwhy1,277952,FALSE,Königswitwe
Vidua fischeri,Straw-tailed Whydah,sttwhy1,55985,FALSE,Strohwitwe
Vidua togoensis,Togo Paradise-whydah,topwhy1,,FALSE,Togowitwe
Vidua wilsoni,Wilson's Indigobird,pawind1,21640131,FALSE,Wilsonwitwe
Vidua larvaticola,Barka Indigobird,bakind1,21640251,FALSE,Barkawitwe
Vidua maryae,Jos Plateau Indigobird,jopind1,,FALSE,Jos-Plateau-Witwe
Vidua camerunensis,Cameroon Indigobird,camind1,310730,FALSE,Kamerunwitwe
Vidua nigeriae,Quailfinch Indigobird,quaind1,,FALSE,Grünschwanzwitwe
Vidua raricola,Jambandu Indigobird,jamind1,527018621,FALSE,Jambanduwitwe
Vidua codringtoni,Green Indigobird,greind1,631845940,FALSE,Sambesiwitwe
Vidua funerea,Dusky Indigobird,varind1,49661,FALSE,Trauerwitwe
Vidua chalybeata,Village Indigobird,vilind,204005381,FALSE,Rotfußwitwe
Vidua purpurascens,Purple Indigobird,purind1,275453,FALSE,Purpurwitwe
Anomalospiza imbebris,Cuckoo-finch,,,FALSE,
Anthus spinoletta,Water Pipit,watpip1,502082531,FALSE,Bergpieper
Anthus petrosus,Rock Pipit,rocpip1,181646,FALSE,Strandpieper
A. p. littoralis,Scandinavian Rock Pipit,,,FALSE,
Anthus furcatus,Short-billed Pipit,shbpip1,109447351,FALSE,Puna-/Weißbauchpieper
Anthus lutescens,Yellowish Pipit,yelpip2,190899431,FALSE,
Anthus peruvianus,Peruvian Pipit,yelpip3,353815251,FALSE,Perupieper
Anthus chacoensis,Pampas Pipit,chapip1,203960021,FALSE,Chacopieper
Anthus spragueii,Sprague's Pipit,sprpip,32362921,TRUE,Präriepieper
Anthus hellmayri,Hellmayr's Pipit,helpip1,203695491,FALSE,Hellmayrpieper
Anthus bogotensis,Paramo Pipit,parpip1,272310861,FALSE,Paramopieper
Anthus nattereri,Ochre-breasted Pipit,ocbpip1,19991,FALSE,Ockerbrustpieper
Anthus correndera,Correndera Pipit,corpip1,613422263,TRUE,Correnderapieper
Anthus antarcticus,South Georgia Pipit,sogpip1,204018291,FALSE,Riesenpieper
Anthus sylvanus,Upland Pipit,uplpip1,647684721,FALSE,Mattenpieper
Anthus nilghiriensis,Nilgiri Pipit,nilpip1,203951971,FALSE,Nilgiripieper
Anthus hoeschi,Mountain Pipit,moupip1,630295665,FALSE,Drakensbergpieper
Anthus crenatus,Yellow-tufted Pipit,yetpip1,203939781,FALSE,Klippenpieper
Anthus lineiventris,Striped Pipit,strpip1,79984,FALSE,Streifenpieper
Anthus richardi,Richard's Pipit,ricpip1,648538647,FALSE,Spornpieper
Anthus rufulus,Paddyfield Pipit,oripip1,148799311,FALSE,Orientspornpieper
Anthus novaeseelandiae,Australasian Pipit,auspip3,383233701,TRUE,Australspornpieper
Anthus nyassae,Woodland Pipit,woopip1,618496154,FALSE,Waldlandpieper
Anthus godlewskii,Blyth's Pipit,blypip1,620664188,FALSE,Steppenpieper
Anthus leucophrys,Plain-backed Pipit,plbpip1,1388,FALSE,Braunrückenpieper
Anthus berthelotii,Berthelot's Pipit,berpip1,203887161,FALSE,Kanarenpieper
Anthus campestris,Tawny Pipit,tawpip1,258861351,FALSE,Brachpieper
Anthus cinnamomeus,African Pipit,afrpip1,278586,FALSE,Zimtspornpieper
A. c. latistriatus,Jackson's Pipit,,,FALSE,
Anthus vaalensis,Buffy Pipit,bufpip1,402598001,FALSE,Vaalpieper
Anthus similis,Long-billed Pipit,lobpip1,449411741,FALSE,Langschnabelpieper
Anthus melindae,Malindi Pipit,malpip1,626021474,FALSE,Malindipieper
Anthus pallidiventris,Long-legged Pipit,lolpip1,626037561,FALSE,Stelzenpieper
Anthus gutturalis,Alpine Pipit,alppip1,100481,FALSE,Papuapieper
Madanga ruficollis,Madanga,rtweye1,,FALSE,Burupieper
Macronyx flavicollis,Abyssinian Longclaw,abylon1,31365651,FALSE,Goldhalspieper
Macronyx fuellebornii,Fülleborn's Longclaw,fuelon2,614490101,FALSE,Füllebornpieper
Macronyx capensis,Cape Longclaw,ortlon1,608794433,FALSE,Kappieper
Macronyx croceus,Yellow-throated Longclaw,yetlon1,1327,FALSE,Gelbkehlpieper
Macronyx aurantiigula,Pangani Longclaw,panlon1,249023051,FALSE,Panganipieper
Macronyx ameliae,Rosy-throated Longclaw,rotlon1,440297081,FALSE,Rubinkehlpieper
Macronyx grimwoodi,Grimwood's Longclaw,grilon1,586942561,FALSE,Grimwoodpieper
Macronyx sharpei,Sharpe's Longclaw,shalon1,625871643,FALSE,Zitronenpieper
Hemimacronyx chloris,Yellow-breasted Pipit,yebpip2,276041,FALSE,Gelbbrustpieper
Tmetothylacus tenellus,Golden Pipit,golpip1,625989557,FALSE,Goldpieper
Motacilla flaviventris,Madagascar Wagtail,madwag1,504227021,FALSE,Madagaskarstelze
Motacilla clara,Mountain Wagtail,mouwag1,33652901,FALSE,Langschwanzstelze
Motacilla capensis,Cape Wagtail,capwag1,109764471,FALSE,Kapstelze
Motacilla flava,Western Yellow Wagtail,eaywag1,27831181,TRUE,Schaf-/Tschuktschenstelze
M. f. thunbergi,Grey-headed Wagtail,,,FALSE,
M. f. flavissima,British Yellow Wagtail,,,FALSE,
M. f. flava,Blue-headed Wagtail,,,FALSE,
M. f. beema,Sykes's Wagtail,,,FALSE,
M. f. lutea,Yellow-headed Wagtail,,,FALSE,
M. f. feldegg,Black-headed Wagtail,,,FALSE,
M. f. leucocephala,White-headed Wagtail,,,FALSE,
M. f. iberiae,Iberian Yellow Wagtail,,,FALSE,
M. f. cinereocapilla,Ashy-headed Wagtail,,,FALSE,
M. f. pygmaea,Egyptian Yellow Wagtail,,,FALSE,
Motacilla aguimp,African Pied Wagtail,afpwag1,8640,FALSE,Witwenstelze
Motacilla cinerea,Grey Wagtail,grywag,286685431,TRUE,Gebirgsstelze
Motacilla citreola,Citrine Wagtail,citwag,433588361,FALSE,Zitronenstelze
Motacilla tschutschensis,Eastern Yellow Wagtail,eaywag,611658842,FALSE,Schaf-/Tschuktschenstelze
Motacilla maderaspatensis,White-browed Wagtail,whbwag1,384942711,FALSE,Weißbrauenstelze
Motacilla samveasnae,Mekong Wagtail,mekwag1,203914831,FALSE,Mekongstelze
Motacilla grandis,Japanese Wagtail,japwag1,203968901,FALSE,Japanstelze
Motacilla alba,White Wagtail,whiwag,477895331,TRUE,Bachstelze
M. a. yarrellii,British Pied Wagtail,,,FALSE,
M. a. subpersonata,Moroccan Wagtail,,,FALSE,
M. a. personata,Masked Wagtail,,,FALSE,
Amaurocichla bocagii,Sao Tome Short-tail,boclon2,640379612,FALSE,Stummelschwanzstelze
PASSERIDAE,Old World Sparrows,,,FALSE,
Passer ammodendri,Saxaul Sparrow,saxspa1,203961501,FALSE,Saxaulsperling
Passer domesticus,House Sparrow,houspa,231711901,TRUE,Haussperling
Passer italiae,Italian Sparrow,itaspa1,618503965,TRUE,Italiensperling
Passer hispanoliensis,Spanish Sparrow,spaspa1,351070861,FALSE,
Passer pyrrhonotus,Sind Sparrow,sinspa1,204023831,FALSE,Dschungelsperling
Passer castanopterus,Somali Sparrow,somspa1,446238051,FALSE,Somalisperling
Passer cinnamomeus,Russet Sparrow,russpa2,175304931,FALSE,Rötelsperling
Passer flaveolus,Pegu Sparrow,plbspa1,446570291,FALSE,Gelbbauchsperling
Passer moabiticus,Dead Sea Sparrow,desspa1,203892171,FALSE,Moabsperling
P. m. yatii,Afghan Sparrow,,,FALSE,
Passer iagoensis,Cape Verde Sparrow,cavspa1,203884451,FALSE,Kapverdensperling
Passer motitensis,Great Sparrow,grrspa1,277623,FALSE,Rostsperling
Passer insularis,Socotra Sparrow,socspa1,638434791,FALSE,Sokotrasperling
Passer hemileucus,Abd al Kuri Sparrow,aakspa1,,FALSE,Abd-al-Kuri-Sperling
Passer cordofanicus,Kordofan Sparrow,korspa1,,FALSE,Kordofansperling
Passer shelleyi,White Nile Sparrow,shrspa1,313487851,FALSE,Nilsperling
Passer rufocinctus,Kenya Sparrow,kerspa2,619517446,FALSE,Keniasperling
Passer melanurus,Cape Sparrow,capspa1,607871501,FALSE,Kapsperling
Passer swainsonii,Swainson's Sparrow,swaspa2,33652491,FALSE,Swainsonsperling
Passer gongonensis,Parrot-billed Sparrow,pabspa1,616536893,FALSE,Papageischnabelsperling
Passer suahelicus,Swahili Sparrow,swaspa1,280138,FALSE,Suahelisperling
Passer griseus,Northern Grey-headed Sparrow,gyhspa1,636088374,FALSE,Graukopfsperling
Passer diffusus,Southern Grey-headed Sparrow,sghspa2,609054905,FALSE,Damarasperling
Passer simplex,Desert Sparrow,desspa3,203915571,FALSE,Wüstensperling
Passer zarudnyi,Zarudny's Sparrow,desspa4,637522160,FALSE,Turkmeniensperling
Passer montanus,Eurasian Tree Sparrow,eutspa,70906781,TRUE,Feldsperling
Passer luteus,Sudan Golden Sparrow,sugspa1,146762041,FALSE,Braunrücken-Goldsperling
Passer euchlorus,Arabian Golden Sparrow,argspa2,631663820,FALSE,Jemengoldsperling
Passer eminibey,Chestnut Sparrow,chespa1,31284851,FALSE,Maronensperling
Carpospiza brachydactyla,Pale Sparrow,palroc1,554898981,FALSE,Fahlsperling
Petronia petronia,Rock Sparrow,rocpet1,459102331,FALSE,Steinsperling
Gymnoris superciliaris,Yellow-throated Bush-sparrow,yetpet1,645387501,FALSE,Kapsteinsperling
Gymnoris dentata,Sahel Bush-sparrow,buspet1,286983361,FALSE,Buschsteinsperling
Gymnoris pyrgita,Yellow-spotted Bush-sparrow,yespet1,329023991,FALSE,Sahelsteinsperling
Gymnoris xanthocollis,Chestnut-shouldered Bush-sparrow,chspet1,203921401,FALSE,Gelbkehlsperling
Montifringilla henrici,Tibetan Snowfinch,tibsno2,413857311,FALSE,Tibetschneesperling
Montifringilla nivalis,White-winged Snowfinch,whwsno1,632864183,FALSE,Schneesperling
Montifringilla adamsi,Black-winged Snowfinch,blwsno1,622873354,FALSE,Adamsschneesperling
Onychostruthus taczanowskii,White-rumped Snowfinch,whrsno1,204009501,FALSE,Weißbürzel-Erdsperling
Pyrgilauda ruficollis,Rufous-necked Snowfinch,runsno1,618714082,FALSE,Rothals-Erdsperling
Pyrgilauda davidiana,Small Snowfinch,pedsno1,204009381,FALSE,Daviderdsperling
Pyrgilauda blanfordi,Plain-backed Snowfinch,blasno1,204011441,FALSE,Blanforderdsperling
Pyrgilauda theresae,Afgan Snowfinch,afgsno1,310000,FALSE,Hindukusch-Erdsperling
Hypocryptadius cinnamomeus,Cinnamon Ibon,cinwhe1,316,FALSE,Zimtsperling
MOTACILLIDAE,Wagtails Pipits,,,FALSE,
Dendronanthus indicus,Forest Wagtail,forwag1,590592451,FALSE,Baumstelze
Anthus sokokensis,Sokoke Pipit,sokpip1,650333837,FALSE,Sokokepieper
Anthus brachyurus,Short-tailed Pipit,shtpip1,611666079,FALSE,Kurzschwanzpieper
Anthus caffer,Bush Pipit,buspip1,612781002,FALSE,Buschpieper
Anthus gustavi,Pechora Pipit,pecpip,610852181,FALSE,Petschorapieper
A. g. gustavi,Pechora Pipit,pecpip,610852181,FALSE,
Anthus trivialis,Tree Pipit,trepip,327530591,TRUE,Baumpieper
Anthus hodgsoni,Olive-backed Pipit,olbpip,204011521,FALSE,Waldpieper
Anthus cervinus,Red-throated Pipit,retpip,105855,FALSE,Rotkehlpieper
Anthus roseatus,Rosy Pipit,rospip1,460684571,FALSE,Rosenpieper
Anthus rubescens,Buff-bellied Pipit,amepip,126269331,FALSE,Amerikapieper
A. r. japonicus,Buff-bellied Pipit,,,FALSE,
A. r. rubescens,American Pipit,amepip,126269331,FALSE,
Anthus pratensis,Meadow Pipit,meapip1,203693581,TRUE,Wiesenpieper
FRINGILLIDAE,Finches,,,FALSE,
Fringilla coelebs,Common Chaffinch,comcha,234883481,TRUE,Buchfink
Fringilla teydea,Tenerife Blue Chaffinch,blucha2,77751771,FALSE,Teidefink
Fringilla polatzeki,Gran Canaria Blue Chaffinch,blucha3,423388991,FALSE,Gran-Canaria-Fink
Fringilla montifringilla,Brambling,brambl,64398651,TRUE,Bergfink
Chlorophonia flavirostris,Yellow-collared Chlorophonia,yecchl1,203956421,FALSE,Halsbandorganist
Chlorophonia cyanea,Blue-naped Chlorophonia,blnchl1,387406551,FALSE,Grünorganist
Chlorophonia pyrrhophrys,Chestnut-breasted Chlorophonia,chbchl1,46892851,FALSE,Schwarzbrauenorganist
Chlorophonia occipitalis,Blue-crowned Chlorophonia,blcchl1,291700,FALSE,Blauscheitelorganist
Chlorophonia callophrys,Golden-browed Chlorophonia,gobchl1,445067301,FALSE,Goldbrauenorganist
Euphonia jamaica,Jamaican Euphonia,jameup1,164921,FALSE,Gimpelorganist
Euphonia plumbea,Plumbeous Euphonia,plueup1,306728401,FALSE,Grauorganist
Euphonia affinis,Scrub Euphonia,screup1,220498781,FALSE,Buschorganist
Euphonia luteicapilla,Yellow-crowned Euphonia,yeceup1,16264,FALSE,Gelbscheitelorganist
Euphonia chlorotica,Purple-throated Euphonia,puteup1,517809671,FALSE,Purpurkehlorganist
Euphonia trinitatis,Trinidad Euphonia,trieup1,203934311,FALSE,Trinidadorganist
Euphonia concinna,Velvet-fronted Euphonia,vefeup1,90318751,FALSE,Samtstirnorganist
Euphonia saturata,Orange-crowned Euphonia,orceup1,80974,FALSE,Orangescheitelorganist
Euphonia finschi,Finsch's Euphonia,fineup1,72392,FALSE,Finschorganist
Euphonia violacea,Violaceous Euphonia,vioeup1,113053,FALSE,Veilchenorganist
Euphonia laniirostris,Thick-billed Euphonia,thbeup1,625324343,FALSE,Dickschnabelorganist
Euphonia hirundinacea,Yellow-throated Euphonia,yeteup1,168206141,FALSE,Schwalbenorganist
Euphonia chalybea,Green-chinned Euphonia,gnteup1,203915101,FALSE,Bronzeorganist
Euphonia elegantissima,Elegant Euphonia,eleeup1,141451911,FALSE,Blaukappenorganist
Euphonia cyanocephala,Golden-rumped Euphonia,goreup1,609321164,FALSE,Goldbürzelorganist
Euphonia musica,Hispaniolan Euphonia,anteup2,163166581,FALSE,
Euphonia sclateri,Puerto Rican Euphonia,anteup3,204013381,FALSE,Puerto-Rico-Organist
Euphonia flavifrons,Lesser Antillean Euphonia,anteup4,133470131,FALSE,Antillenorganist
Euphonia fulvicrissa,Fulvous-vented Euphonia,fuveup1,203698471,FALSE,Roststeißorganist
Euphonia imitans,Spot-crowned Euphonia,spceup1,57428,FALSE,Stirnfleckenorganist
Euphonia gouldi,Olive-backed Euphonia,olbeup1,182331531,FALSE,Olivrückenorganist
Euphonia chrysopasta,White-lored Euphonia,gobeup1,101868,FALSE,Zügelorganist
Euphonia mesochrysa,Bronze-green Euphonia,brgeup1,502224321,FALSE,Grünscheitelorganist
Euphonia minuta,White-vented Euphonia,whveup1,198292631,FALSE,Weißbauchorganist
Euphonia anneae,Tawny-capped Euphonia,taceup1,633923967,FALSE,Braunscheitelorganist
Euphonia xanthogaster,Orange-bellied Euphonia,orbeup1,80993,FALSE,Gelbbauchorganist
Euphonia rufiventris,Rufous-bellied Euphonia,rubeup1,127533,FALSE,Rotbauchorganist
Euphonia pectoralis,Chestnut-bellied Euphonia,chbeup1,29471451,FALSE,Braunbauchorganist
Euphonia cayannensis,Golden-sided Euphonia,goseup1,70749,FALSE,
Mycerobas icterioides,Black-and-yellow Grosbeak,baygro1,640134053,FALSE,Goldkernbeisser
Mycerobas affinis,Collared Grosbeak,colgro1,163424921,FALSE,Gelbschenkel-Kernbeisser
Mycerobas melanozanthos,Spot-winged Grosbeak,spwgro1,146702211,FALSE,Fleckenkernbeisser
Mycerobas carnipes,White-winged Grosbeak,whwgro1,203936521,FALSE,Wacholderkernbeisser
Hesperiphona vespertina,Evening Grosbeak,evegro,120245,TRUE,Abendkernbeisser
Hesperiphona abeillei,Hooded Grosbeak,hoogro1,12954,FALSE,Kapuzenkernbeißer
Coccothraustes coccothraustes,Hawfinch,hawfin,214510531,TRUE,Kernbeißer
Eophona migratoria,Chinese Grosbeak,yebgro1,30315391,FALSE,Weißhand-Kernbeißer
Eophona personata,Japanese Grosbeak,japgro1,281596,FALSE,Maskenkernbeisser
Melamprosops phaeosoma,Poo-uli,poouli,112598511,FALSE,Weißwangen-Kleidervogel
Paroreomyza maculata,Oahu Alauahio,oahala,26733,FALSE,Oahuastläufer
†Paroreomyza flammea,Kakawahie,kakawa,,FALSE,
Paroreomyza montana,Maui Alauahio,mauala,203926441,FALSE,Mauiastläufer
Oreomystis bairdi,Akikiki,akikik,528399611,FALSE,Weißkehl-Kleidervogel
Telespiza cantans,Laysan Finch,layfin,71697,FALSE,Laysankleidervogel
Telespiza ultima,Nihoa Finch,nihfin,88672461,FALSE,Nihoakleidervogel
†Rhodacanthis palmeri,Greater Koa-finch,grkfin,,FALSE,
†Rhodacanthis flaviceps,Lesser Koa-finch,lekfin,,FALSE,
†Chloridops kona,Kona Grosbeak,kongro,,FALSE,
Loxioides bailleui,Palila,palila,5850,FALSE,Schwarzmasken-Kleidervogel
Psittirostra psittacea,Ou,ou,6030,FALSE,Gelbkopf-Kleidervogel
†Dysmorodreoanis munroi,Lanai Hookbill,lanhoo,,FALSE,
†Akialoa stejnegeri,Kauai Akialoa,greaki4,,FALSE,
†Akialoa ellisiana,Oahu Akialoa,greaki2,,FALSE,
†Akialoa lanaiensis,Lanai Akialoa,,,FALSE,
†Akialoa obscura,Hawaii Akialoa,,,FALSE,
Hemignathus hanapepe,Kauai Nukupuu,nukupu2,,FALSE,Kauai-Sichelkleidervogel
†Hemignathus lucidus,Oahu Nukupuu,nukupu3,,FALSE,
Hemignathus affinis,Maui Nukupuu,nukupu1,,FALSE,Maui-Sichelkleidervogel
Hemignathus wilsoni,Akiapolaau,akiapo,559757411,FALSE,Hawaii-Sichelkleidervogel
Pseudonestor xanthophrys,Maui Parrotbill,maupar,6080,FALSE,Papageischnabel-Kleidervogel
†Viridonia sagittirostris,Greater Amakihi,greama,,FALSE,
Magumma parva,Anianiau,aniani,611565774,FALSE,Gelbkleidervogel
Manucerthia mana,Hawaii Creeper,hawcre,5176,FALSE,Mana-Akepakleidervogel
Loxops caeruleirostris,Akekee,akekee,389531421,FALSE,Kauai-Akepakleidervogel
†Loxops wolstenholmei,Oahu Akepa,akepa2,,FALSE,
Loxops ochraceus,Maui Akepa,akepa3,,FALSE,Maui-Akepakleidervogel
Loxops coccineus,Hawaii Akepa,akepa1,632795765,FALSE,Hawaii-Akepakleidervogel
Chlorodrepanis stejnegeri,Kauai Amakihi,kauama,611565766,FALSE,Kauai-Amakihikleidervogel
Chlorodrepanis flava,Oahu Amakihi,oahama,351123181,FALSE,Oahu-Amakihikleidervogel
Chlorodrepanis virens,Hawaii Amakihi,hawama,6063,FALSE,Hawaii-Amakihikleidervogel
†Drepanis funerea,Black Mamo,blkmam,,FALSE,
†Drepanis pacifica,Hawaii Mamo,hawmam1,,FALSE,
Drepanis coccinea,Iiwi,iiwi,6093,FALSE,Iiwikleidervogel
Himatione sanguinea,Apapane,apapan,531188111,FALSE,Apapanekleidervogel
†Himatione fraithii,Laysan Honeycreeper,apapan2,,FALSE,
Palmeria dolei,Akohekohe,crehon,236863,FALSE,Haubenkleidervogel
†Ciridops anna,Ula-Ai-Hawane,ulahaw,,FALSE,
Carpodacus erythrinus,Common Rosefinch,comros,619808641,FALSE,Karmingimpel
Carpodacus sipahi,Scarlet Finch,scafin1,211072131,FALSE,Scharlachgimpel
†Carpodacus ferreorostris,Bonin Grosbeak,bongro1,,FALSE,
Carpodacus rhodochlamys,Red-mantled Rosefinch,remros1,597642501,FALSE,Rosenmantel-/Blythgimpel
C. r. grandis,Blyth's Rosefinch,blyros1,483103221,FALSE,
Carpodacus waltoni,Pink-rumped Rosefinch,pirros1,639018578,FALSE,Auroragimpel
Carpodacus pulcherrimus,Beautiful Rosefinch,bearos1,203942251,FALSE,Schmuckgimpel
Carpodacus edwardsii,Dark-rumped Rosefinch,darros1,647695057,FALSE,Edwardsgimpel
Carpodacus rodochroa,Pink-browed Rosefinch,pibros2,173165941,FALSE,Rosenbrauengimpel
Carpodacus verreauxi,Sharpe's Rosefinch,spwros3,630169150,FALSE,Lavendelgimpel
Carpodacus rodopeplus,Spot-winged Rosefinch,spwros2,307942681,FALSE,Fleckengimpel
Carpodacus vinaceus,Vinaceous Rosefinch,vinros2,30556921,FALSE,Rubingimpel
Carpodacus formosanus,Taiwan Rosefinch,vinros3,593851861,FALSE,Taiwangimpel
Carpodacus synoicus,Sinai Rosefinch,sinros1,207481501,FALSE,Einödgimpel
Carpodacus stoliczkae,Pale Rosefinch,palros3,356075711,FALSE,Fahlgimpel
Carpodacus roborowskii,Tibetan Rosefinch,tibros1,204005471,FALSE,Roborowskigimpel
Carpodacus sillemi,Silem's Rosefinch,tahmof1,357761761,FALSE,Sillemgimpel
Carpodacus rubicilloides,Streaked Rosefinch,strros1,621598042,FALSE,Gebirgsgimpel
Carpodacus rubicilla,Great Rosefinch,greros1,637734226,FALSE,Berggimpel
Carpodacus sibiricus,Long-tailed Rosefinch,lotros1,142905421,FALSE,Meisengimpel
Carpodacus puniceus,Red-fronted Rosefinch,refros1,483108241,FALSE,Felsengimpel
Carpodacus subhimachalus,Crimson-browed Finch,crbfin3,441509101,FALSE,Rhododendrongimpel
Carpodacus roseus,Pallas's Rosefinch,palros2,165243261,FALSE,Rosengimpel
Carpodacus trifasciatus,Three-banded Rosefinch,thbros1,30552381,FALSE,Bindengimpel
